Tweets,target(fake=0)
"b'feeling pitty for indians making fun of themselves in the whole world\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 china,usa,israel,russia,canada,uk all working for vaccine meanwhile in india a baba has found the cure go corona go #CORONIL'",0
"b""Baba Ramdev's Corona kit would be as efficient as GauMutra for COVID-19 treatment?""",0
"b""Ripley's believe it or not....Uttam Pradesh. #Covid_19 https://t.co/gb1u9pCAW5""",1
"b'Keep distance,\xc2\xa0wear face masks until vaccine is developed: PM Narendra Modi. #Covid_19  https://t.co/tlsSdAcYBz'",1
b'@madhukishwar This medicine is not a vaccine. Its a medicine which cures the patient of Covid. But does not shield from Covid permanantly. Why is MCI and Ayush deptt creating all the road blocks. Life is more precious than individual pockets. Modi ji should intervene.',1
b'Baba Ramdev launches Ayurvedic drug to cure Covid: Coronil.  Human trials will follow after purchase.',0
b'A company that cannot even produce unadulterated ghee and honey has found cure for corona? Thank heavens this is an ayurvedic product #BabaRamdev #CORONIL #RamdevCoronaCure',1
b'@RoflGandhi_ Coronil is Freedom-251 of medical field.  Anyone still think it can cure covid-19? #CORONIL #Patanjali https://t.co/LscaKQbT4X',1
"b""We should be optimistic about this medicine , if it's really a cure then it would be not good for India only but good for human kind. We should support it and give credit to Ayurveda and Patanjali \xf0\x9f\x91\x8d   #CORONIL""",0
"b'Patanjali on Tuesday launched \xe2\x80\x98Coronil and Swasari\xe2\x80\x99, what it claims is the Ayurvedic cure for treating COVID-19, which they said has been shown 100 per cent favourable results during clinical trials on affected patients, at Patanjali Yogpeeth here. ....www.ayurvedadiets4u.com https://t.co/YPqlyYvgGW'",0
b'Patanjali #Ayurvedic Coronil kit claims cure for #coronavirus.  All 280 patients (100%) tested got cured in 7 days.  #COVID__19 #COVID19 #Covid_19 #CoronaUpdatesInIndia #Corona #Ayurveda https://t.co/wIva7p30Wz',0
"b'@journoarunima 9. Vaccine must be affordable: PM Modi chairs meeting to review planning, preparations for Covid-19 vaccination https://t.co/io1mPWlgtD #india'",1
b'@Voice_For_India @PypAyurved We really hope world finds the cure ASAP be it Coronil or whatever. Hopes.',0
"b'@yogrishiramdev Hello Babaji, you have claimed that the cure rate of ""Coronil"" is 100%. No other drug ever claimed this!!  \xf0\x9f\x91\x89Where is Randomized double-blind placebo controlled Trial to prove your claim??? Give it to Ayush Ministry. Show it to the people of the country.  #SupportShripadNaik https://t.co/fMYFcDvvSU'",0
b'Imagine if china comes up with a vaccine for COVID I9 and entirely bans its supply to India.. What will be the reaction and response of Mr Modi and his blind bhakts...?',1
"b""Keep mocking saffron and ancient Sanatan techniques but remember none drug is yet proved to be a cure for Covid, world is looking for every possible cure and If it is being claimed by ayurveda, instead of mocking let's hope that it passes all medical checks. #CORONIL""",0
"b'@GauthamGtgg @amitsurg LETS EXPERIMENT THEN: GET INFECTED FIRST, INFECT YOUR ENTIRE FAMILY AND I PROMISE YOU CORONIL WILL CURE YOU FOREVER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0
b'Patanjali has developed a cure for the corona virus.#CORONIL #COVID__19 Right now \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/ZcFptFgwPx',0
b'Some of the wonderful breakthrough Patanjali claimed earlier : 1) Cure for HIV 2) Cure for homosex 3) Boy baby seed 4) COVID cure from mustard oil.  Now it is up to you to believe this thug @yogrishiramdev or not.',0
"b'Drug Controller General of India gives approval for human clinical trials of #COVAXIN, the 1st potential #COVID19 Vaccine developed in India  #coronavirusoutbreak #Vaccine   Track #LIVE updates here: https://t.co/TDdchluGG8'",1
"b'@RonColeman Indian Patanjali firm launching Coronil (Coronavirus remedy/cure medicine) starting Monday, 6/29, after successful clinical trial conducted on 380 coronavirus infected persons (100% recovery rate). Priced at rupees 545 per KIT. https://t.co/SGqWQmMXmh'",0
b'Got more faith in ODONIL to keep odour away than #Coronil to cure Covid-19',0
"b""@nahh001 @YuvaBharat_Od @asapscrapme @Amrutanshu_YB @abhinav4ever @ani_digital @ANI @SaketGokhale @PChidambaram_IN @INCIndia @RahulGandhi @thewire_in @TheQuint @scroll_in @TheLancet @bmj_company @NEJM Sanghis like this want poor Hindus to die just to say Hindus developed a fraud drug? Gaumutra kicking in, eh? What's a maulana? What's the connection? And you want people to buy what you're selling as COVID-19 medication? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 \xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae\xf0\x9f\xa4\xae""",1
"b""Ramdeva Baba coming up with the cure for covid-19 is like China accepting it's fault.\xf0\x9f\x98\x82 ... ... ... EXACTLY.. No one could expect thattt... #Patanjali #CORONIL""",1
b'@Neo_Umayyah @Musl1mGreek @Hiinaler @immmortaI Bruh Indians also say cow urine can cure cancer you people are literally the same wtf lmao',0
"b""This is India, here Ram &amp; Dev together are more important than logical Doctors. Ramdev says #CORONIL can cure #COVID__19 means it can cure, no argument against Ram &amp; Dev together.  Ayush Ministry can't stop Ayurveda Baba Ramdev Patanjali.""",0
"b'Ramdev phir sande-ka-tel bechta pakda gaya.  ICMR has prohibited him from advertising or selling his ""COVID-cure"". \xf0\x9f\x99\x84 #CORONIL'",1
"b""#CORONIL-Medicine made by Ramdev's company claims 100% recovery in 7days, it was tested on few population and declared effective by themselves. We should also not forget that Baba had earlier claimed that he can cure Aids &amp; cancer with yoga\xf0\x9f\x98\x82.  However hoping for the best result.""",0
"b'Modi Govt &amp; its Health,Defence &amp; MEA Ministers  Please focus on belowTASKS  1) Covid 19 crisis Treatment by vaccine of Glenmark etc ETC  Pls Plan Complete UNLOCK  Recovery rate is&lt; 60%  Now reaches 100 days of lockdown  2)Set right&amp; Settle all Border issues with China by dialogue'",1
"b""#CORONIL #Ayurveda Can't wait to watch @akshaykumar in a movie acting as @yogrishiramdev  whose team worked hard and found the cure of Corona Virus.""",0
"b""Coronavirus LIVE Updates: Have to Maintain 'Do Gaj Doori', Wear Mask Till Covid-19 Vaccine Found, Says PM Modi; Maharashtra Cancels More Exams - https://t.co/t5czhIWiek""",1
"b'@palkisu 1) What claims has Ramdev made exactly? If he has claimed Coronil as a ""cure"", surely criticise. But why the outburst if he hasn\'t? 2) Are Remdesivir, Faripiravir, HCQS, etc. ""proved"" against COVID-19? 3) What according to you is an acceptable protocol for alternative therapies?'",0
"b'@abhitwr90 @QuratUl36949755 @zlj517 India, there is food, locusts and cow urine are cooked together, can cure diseases and go hungry'",0
b'@rockyandmayur More than 59% have recovered from Corona eating just daal chaaval. So is daal chaaval a cure for corona? Coronil will be something similar!!',0
"b'\xf0\x9f\x91\x89Hello Baba Ramdev, you have claimed that ""Coronil"" will cure COVID19 with 100% success. No other drug ever claimed this ever!!  \xf0\x9f\x91\x89Now as you claimed, you have to prove that  \xf0\x9f\x91\x89Where is Randomized double-blind placebo controlled Trial to prove your claim???  #SupportShripadNaik https://t.co/Pvuvsa38dI'",1
"b""Patanjali didn't get the product peer reviewed cos the claim would get busted. But with media blitz, they can sell a cure that no one needs; because 90% recover without any treatment. It's use of fear to make money, pharma companies do it too. Marketing genius, but evil. #Coronil""",0
b'Prime Minister @narendramodi had earlier launched \xe2\x80\x9cAtma Nirbhar Uttar Pradesh Rojgar Abhiyan\xe2\x80\x9d through video conferencing in the presence of #UttarPradesh  CM @myogiadityanath.  https://t.co/SSxScf9hJC',1
"b'After corona cure #CORONIL lauchd by Patanjali, Akshay Kumar seen practicing to get fit in role of Baba Ramdev in his next movie https://t.co/D6uJCpoH8L'",0
b'#BabaRamdev launched #Coronil N told 100% cure rate in treatment of #coronavirus ...  Meanwhile #AYUSHMinistry  : https://t.co/wSoQca8lCE',0
"b'@PMOIndia @narendramodi Dear Prime minister narender modi sir as per your vision, we have to use made in india product to make our country strong. Then why govt not allowing coronil vaccine as a indian certified vacciner for covid -19?????'",1
b'#BabaRamdev Ramdev has claimed earlier he cured homosexuality and cancer. Now he claims he can cure Corona Virus with his drug #coronil.   #chutiya samajh rakha hai kya janta ko.',0
"b""Ramdev-run Patanjali launched an Ayurvedic medicine called Coronil, claiming that it can cure COVID19 within 14days.However, the company has yet not disclosed the details of the clinical studies &amp;sources said that no approval has been granted.plz don't claim untill its verified.""",1
"b'Vaccine must be affordable: PM Modi chairs meeting to review planning, preparations for Covid-19\xc2\xa0vaccination https://t.co/ms43j4LqRP'",1
b'#MCPodcast \xf0\x9f\x8e\x99\xef\xb8\x8f | Tune into this #Coronavirus Essential with @sakshibatra18 for the top #COVID19 news from #India and around the world.  Tune In \xf0\x9f\x8e\xa7  https://t.co/kasvyJwRoW',1
b'We will have to take it upon ourselves to caution and advise everyone who is not taking the precautions: @narendramodi addresses the nation  #Coronaviruspandemic #COVID19  #CoronaVirusOutBreak   LIVE updates:   https://t.co/DQniTYk8TK https://t.co/e9IovwWsA4',1
b'PM @narendramodi reviews preparations for #COVID19 vaccine development  https://t.co/kVHwiwy1EX https://t.co/WLNQDievon',1
"b""The Story you know ~ Ramdev Baba develops #CORONIL   The Story you don't ~ Lola Tyler, a Russian Adult performer promised to hookup with the scientist who develops the cure for #ChineseVirus19 #CORONIL""",1
"b'There are two types of People on my TL. One who think #CORONIL is a ""Cure"" And the other who think it\'s a ""Vaccine"" .. I\'m Numb !'",0
"b'@indian_hermit @AniqaNisar Bhai Read these Finally our Indian Ayurvedic Patanjali Got Corona Medicine, Its Available in India Now.... Hindustan Times Tweeted: Coronil: All you need to know about Ayurvedic medicine which claims to cure Covid-19 Bhai Read \xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/aA7LL3xQVZ https://t.co/9hYEeEBAgS'",0
b'He is talking like donald trump https://t.co/GruwDpgRL1',1
"b""Baba Ramdev Verified Lab Results had found gold in Gaumutra 7 years ago. Till now we don't know what happend to all the gold he must have accumulated and now same verified lab found cure to #Covid_19 https://t.co/8Od1slG3dP""",0
"b""@DrHarjitBhatti Bhati why are you so worried? Now we have a cure for corona #coronil . Don't use if you don't like.""",0
"b'""1,30,000 vs 600"" Covid Deaths: PM Compares 4 European Countries With UP https://t.co/iojTCBhBJY'",1
"b'@narendramodi @PMOIndia @drharshvardhan @DrHVoffice  @MoHFW_INDIA @shripadynaik @moayush @ICMRDelhi CORONIL Claimed as COVID Cure by PATANJALI sans Approval is Violation of Code of Medical Ethics, Making Untrue Claims, Brings Disrepute to #AYURVEDA . Matter Worries #BHUTAN too. https://t.co/RFzGQQaEFj'",0
"b'#Ramdev Baba can cure CoronaVirus.  Coronavirus expert (Till yesterday he was #IndiaChinaFaceOff expert), today covid expert:  ""Fraud Baba! Doesn\'t know anything, fools people !! Mother Teresa can cure EVERYTHING !!""  Miracle !! She was even canonised because of it !!  #CORONIL'",0
"b""@pawan_aflatoon @globaltimesnews You have cow urine, you have the cure, coronavirus can't harm you. https://t.co/KjIj8p2KDN""",0
"b""@Abhay_IA @globaltimesnews But your whole country is trying to drink cow urine to cure the virus! I think you'll make it. Come on""",0
"b""This article has a good suggestion - any medicine that is sold as a 'cure' for Covid-19 should be verified by ICMR. Else it should not be sold. This is the most fundamental and basic filter. A pandemic is not a marketing opportunity.  https://t.co/a0KTwJzTp6""",1
b'The status of Indian and global vaccine development efforts was also reviewed at the meeting.  https://t.co/kVHwiwy1EX',1
"b""Can't wait for scientists to create Corona vaccine so that some yogi can say that the cure was already written in some ancient script..!!#coronil""",0
b'Maintain social distancing and wear face masks until vaccine for COVID 19 is developed | PM Modi https://t.co/vAGYXC0Gmn',1
b'We must wear face masks till COVID-19 vaccine is developed: PM Modi  https://t.co/2wX47ASI13 -via @inshorts #MaskOn',1
"b""#CoronavirusCrisis | Why was Kanpur home shelter not sealed when the first case was reported? Why wasn't staff immediately isolated from the inmates? Take a look at this report by @ShivendraAajTak. #TTP Full video - https://t.co/a5y1wV8F4B https://t.co/QzUlf2wCLj""",1
"b'@journoarunima 2. ""Do Gaz Doori, Mask Is Medicine Till There\'s COVID-19 Vaccine"": PM https://t.co/7MD03Xu3TP #india @narendramodi @PMOIndia'",1
b'some illnesses because faith apparently is bliss for your immunity like ignorance is for sanity.  #COVID__19 #Patanjali #coronavirusnobrasil #Coronil #guru #RiodeJaneiro #coronavirus #Brasil #Brazil #LockdownFailed #lockdown2020',0
"b'@cris_luuuuuuuu @Aloksingh16 @globaltimesnews cow urine can cure leprosy, fever, peptic ulcer, liver ailments, kidney disorders, Asthma , certain allergies, skin problems like Psoriasis , anaemia and even cancer. Google it'",0
b'Patanjali is going to launch another Gobbar Gaumutra product for COVID infected Bhakts.',0
"b""Let's see what patanjali's coronil can do to the world of corona victims.  https://t.co/LcoylQ05or""",0
"b'Baba Ramdev\'s Patanjali launched Ayurvedic medicine called ""Coronil"" for Covid-19, Baba Ramdev says that this medicine will cure COVID19.  Now AYUSH ministry asked the company to stop advertising till the issue is duly examined by the Ministry   #SupportShripadNaik'",1
b'@sardesairajdeep @shripadynaik Hahahaha. Rajdeep Sardesai goes ballistic about Baba Ramdev pushing Coronil as a cure but the same Rajdeep is ECSTATIC talking about Dexamethasone as a cure which it clinically is NOT.  HYPOCRISY KING. https://t.co/Rop1kS2rdL',1
b'@globaltimesnews @GHaZ_NAwE77 The India already has a cure which is a cure for everything. Cow urine',0
b'@seshanm @globaltimesnews oh sorry i forgot you people do not need vaccine. you can cure it from cow urine and feces.',0
"b'An Indian has found a cure of corona. He did something that may save the world. We are suppose to be proud of him &amp; not mock him. But just because he used ancient Hindu techniques &amp; wear saffron, few of us are making fun of him. We are proud of u Baba Ramdev &amp; Patanjali. #CORONIL'",0
b'Baba Ramdev has launched Coronil and Swasari which they were advertising as cure for corona. It was claimed that a trial with over 250 people was conducted in a controlled fashion and they had 100% recovery. Nothing was mentioned about a control group results with placebo.',0
"b'@realDonaldTrump Pls join indian patanjli ayurveda..........bcoz patanjli ayurveda institution make.. CORONIL KIT...... for corona positive patients,   Patients will be cure just 3 to 7 days nd patients body will creat antibodies.'",0
b'@omthanvi Baba Ramdev launches Ayurvedic drug to cure Covid: Coronil.  Human trials will follow after purchase.',0
"b'Coronavirus | Covid-19 might push 120 mn children into poverty in South Asia, including India: UNICEF \xe2\x80\x93\xc2\xa0health https://t.co/WXegwbiBWK'",1
