Tweets,target(fake=0)
cova india first corona vaccine candidate developed association icmr,1
still hang gomutra,0
icmr must decide india council medical research master voice,1
corona kolkata corona antibody find seroprevalence survey,0
corona lockdown india impacted education million school child unicef report,1
india first corona vaccine covaget approval human trial,1
cova india first corona vaccine candidate set phase human trial leading manufacturer generic medicine eplay key role race develop corona vaccine several institute working parallel coronaupdatesinindia,1
cho chinese health organization send team china investigate how corona virus started,1
priceless vedic humpback cow breed decimated imported useless jersey cow give toa milk vedic cow give pristine milk gomutra medicinal tweeted time,0
trump everything increase infection rate supporting wearing mask asking slow testing modeling bad behavior call corona the trump virus principally responsible still alive corona trumpvirus,1
country first indigenous corona vaccine cova developed city based bharat biotech collaboration icmr cova,1
medium sabotage hydrouse corona doctor worldwide protest disaster via,0
evident want solution corona care come packaging patanjali coronil can really believe person claimed cure homosepracticing yoga backed people consuming gomutra treatment cancer,1
covax india indigenous corona vaccine developed bharat biotech successfully enters human trial bharatbiotech covacorona collaboration indiafightscorona makeinindia icmr,1
today article show doctor rebelling medium suppression hydro,0
live update delhi record fresh corona case death last hour corona pandemic,1
the country first indigenous corona vaccine cova developed bharat biotech collaboration icmr niv got nod human clinical trial drug controller general india may successfully completed trial people beat world,1
corona india first corona vaccine bharat biotech get dcgi nod human clinical,1
corona vaccine bharat biotech announces india first corona vaccine candidate cova dcg time india via,1
there offer physician prove hydro zinc amp azythromycin not work corona confident work sold something le efficacious but zelenkoprotocol,0
cova india first corona vaccine bharat biotech get dgci nod human trial,1
cova finger crossed phase trial,1
india corona vaccine cova developed get dcgi approval phase amp phase human clinicaltrials indigenous inactivated vaccine developed manufactured bharat biotech bsl genome valley hyderabad india,1
cova india first corona vaccine bharat biotech get dcgi nod human trial phase amp phase clinical trial demonstrated safety amp immune response via theprint,1
another step closer human trial gonna start july according report best wish hope everything work well vaccine enters market phase soon covacoronaindia vaccine corona,1
wrong please correct according article taking low dos hydroregular basis good treatment corona,1
dcgi permitted human clinical trial cova country first vaccine candidate corona bharat biotech hyd collaborated india council medical research icmr,1
india start time corona vaccine trial proud india approved icmr trial only,1
potential corona vaccine named covadeveloped hyderabad based bharat biotech association icmr given dcgi approval phase human clinical trial scheduled start across country july hopingforthebest,1
bharat biotech begin trial corona vaccine india country face rapidly growing outbreak,1
